"t"
0
6.66829E-07
1.33366E-06
2.00049E-06
2.66732E-06
3.33415E-06
4.00098E-06
4.66781E-06
5.33463E-06
6.00146E-06
6.66829E-06
7.33512E-06
8.00195E-06
8.66878E-06
9.33561E-06
1.00024E-05
1.06693E-05
1.13361E-05
1.20029E-05
1.26698E-05
1.33366E-05
1.40034E-05
1.46702E-05
1.53371E-05
1.60039E-05
1.66707E-05
1.73376E-05
1.80044E-05
1.86712E-05
1.93381E-05
2.00049E-05
2.06717E-05
2.13385E-05
2.20054E-05
2.26722E-05
2.3339E-05
2.40059E-05
2.46727E-05
2.53395E-05
2.60063E-05
2.66732E-05
2.734E-05
2.80068E-05
2.86737E-05
2.93405E-05
3.00073E-05
3.06741E-05
3.1341E-05
3.20078E-05
3.26746E-05
3.33415E-05
3.40083E-05
3.46751E-05
3.5342E-05
3.60088E-05
3.66756E-05
3.73424E-05
3.80093E-05
3.86761E-05
3.93429E-05
4.00098E-05
4.06766E-05
4.13434E-05
4.20103E-05
4.26771E-05
4.33439E-05
4.40108E-05
4.46776E-05
4.53444E-05
4.60112E-05
4.66781E-05
4.73449E-05
4.80117E-05
4.86786E-05
4.93454E-05
5.00122E-05
5.06791E-05
5.13459E-05
5.20127E-05
5.26796E-05
5.33464E-05
5.40132E-05
5.468E-05
5.53469E-05
5.60137E-05
5.66805E-05
5.73474E-05
5.80142E-05
5.8681E-05
5.93479E-05
6.00147E-05
6.06815E-05
6.13483E-05
6.20152E-05
6.2682E-05
6.33488E-05
6.40157E-05
6.46825E-05
6.53493E-05
6.60161E-05
6.6683E-05
6.73498E-05
6.80166E-05
6.86834E-05
6.93503E-05
7.00171E-05
7.06839E-05
7.13508E-05
7.20176E-05
7.26844E-05
7.33512E-05
7.40181E-05
7.46849E-05
7.53517E-05
7.60185E-05
7.66854E-05
7.73522E-05
7.8019E-05
7.86859E-05
7.93527E-05
8.00195E-05
8.06863E-05
8.13532E-05
8.202E-05
8.26868E-05
8.33536E-05
8.40205E-05
8.46873E-05
8.53541E-05
8.60209E-05
8.66878E-05
8.73546E-05
8.80214E-05
8.86883E-05
8.93551E-05
9.00219E-05
9.06887E-05
9.13556E-05
9.20224E-05
9.26892E-05
9.3356E-05
9.40229E-05
9.46897E-05
9.53565E-05
9.60234E-05
9.66902E-05
9.7357E-05
9.80238E-05
9.86907E-05
9.93575E-05
0.000100024
0.000100691
0.000101358
0.000102025
0.000102692
0.000103358
0.000104025
0.000104692
0.000105359
0.000106026
0.000106693
0.000107359
0.000108026
0.000108693
0.00010936
0.000110027
0.000110694
0.00011136
0.000112027
0.000112694
0.000113361
0.000114028
0.000114695
0.000115361
0.000116028
0.000116695
0.000117362
0.000118029
0.000118695
0.000119362
0.000120029
0.000120696
0.000121363
0.00012203
0.000122696
0.000123363
0.00012403
0.000124697
0.000125364
0.000126031
0.000126697
0.000127364
0.000128031
0.000128698
0.000129365
0.000130032
0.000130698
0.000131365
0.000132032
0.000132699
0.000133366
0.000134032
0.000134699
0.000135366
0.000136033
0.0001367
0.000137367
0.000138033
0.0001387
0.000139367
0.000140034
0.000140701
0.000141368
0.000142034
0.000142701
0.000143368
0.000144035
0.000144702
0.000145369
0.000146035
0.000146702
0.000147369
0.000148036
0.000148703
0.00014937
0.000150036
0.000150703
0.00015137
0.000152037
0.000152704
0.00015337
0.000154037
0.000154704
0.000155371
0.000156038
0.000156705
0.000157371
0.000158038
0.000158705
0.000159372
0.000160039
0.000160706
0.000161372
0.000162039
0.000162706
0.000163373
0.00016404
0.000164707
0.000165373
0.00016604
0.000166707
0.000167374
0.000168041
0.000168707
0.000169374
0.000170041
0.000170708
0.000171375
0.000172042
0.000172708
0.000173375
0.000174042
0.000174709
0.000175376
0.000176043
0.000176709
0.000177376
0.000178043
0.00017871
0.000179377
0.000180044
0.00018071
0.000181377
0.000182044
0.000182711
0.000183378
0.000184045
0.000184711
0.000185378
0.000186045
0.000186712
0.000187379
0.000188045
0.000188712
0.000189379
0.000190046
0.000190713
0.00019138
0.000192046
0.000192713
0.00019338
0.000194047
0.000194714
0.000195381
0.000196047
0.000196714
0.000197381
0.000198048
0.000198715
0.000199382
0.000200048
0.000200715
0.000201382
0.000202049
0.000202716
0.000203383
0.000204049
0.000204716
0.000205383
0.00020605
0.000206717
0.000207383
0.00020805
0.000208717
0.000209384
0.000210051
0.000210718
0.000211384
0.000212051
0.000212718
0.000213385
0.000214052
0.000214719
0.000215385
0.000216052
0.000216719
0.000217386
0.000218053
0.00021872
0.000219386
0.000220053
0.00022072
0.000221387
0.000222054
0.00022272
0.000223387
0.000224054
0.000224721
0.000225388
0.000226055
0.000226721
0.000227388
0.000228055
0.000228722
0.000229389
0.000230056
0.000230722
0.000231389
0.000232056
0.000232723
0.00023339
0.000234057
0.000234723
0.00023539
0.000236057
0.000236724
0.000237391
0.000238058
0.000238724
0.000239391
0.000240058
0.000240725
0.000241392
0.000242058
0.000242725
0.000243392
0.000244059
0.000244726
0.000245393
0.000246059
0.000246726
0.000247393
0.00024806
0.000248727
0.000249394
0.00025006
0.000250727
0.000251394
0.000252061
0.000252728
0.000253395
0.000254061
0.000254728
0.000255395
0.000256062
0.000256729
0.000257395
0.000258062
0.000258729
0.000259396
0.000260063
0.00026073
0.000261396
0.000262063
0.00026273
0.000263397
0.000264064
0.000264731
0.000265397
0.000266064
0.000266731
0.000267398
0.000268065
0.000268732
0.000269398
0.000270065
0.000270732
0.000271399
0.000272066
0.000272733
0.000273399
0.000274066
0.000274733
0.0002754
0.000276067
0.000276733
0.0002774
0.000278067
0.000278734
0.000279401
0.000280068
0.000280734
0.000281401
0.000282068
0.000282735
0.000283402
0.000284069
0.000284735
0.000285402
0.000286069
0.000286736
0.000287403
0.00028807
0.000288736
0.000289403
0.00029007
0.000290737
0.000291404
0.000292071
0.000292737
0.000293404
0.000294071
0.000294738
0.000295405
0.000296071
0.000296738
0.000297405
0.000298072
0.000298739
0.000299406
0.000300072
0.000300739
0.000301406
0.000302073
0.00030274
0.000303407
0.000304073
0.00030474
0.000305407
0.000306074
0.000306741
0.000307408
0.000308074
0.000308741
0.000309408
0.000310075
0.000310742
0.000311408
0.000312075
0.000312742
0.000313409
0.000314076
0.000314743
0.000315409
0.000316076
0.000316743
0.00031741
0.000318077
0.000318744
0.00031941
0.000320077
0.000320744
0.000321411
0.000322078
0.000322745
0.000323411
0.000324078
0.000324745
0.000325412
0.000326079
0.000326746
